DomainName,Cluster
xn-geschftsreise-service-91b.com,P.DL
xn-geschftsreise-service-91b.de,P.DL
xn-geschftsreise-service-91b.net,P.DL
xn-mehrzeitfrwesentiiches-0lc.de,Fernverkehr
xn-mglitzbahn-9db.de,Regio Schiene
xn-mnchen-onlineticket-59b.de,DB Vertrieb
xn-mnchenulmexpress-jzb.de,Regio Schiene
xn-mnchen-ulm-express-m6b.de,Regio Schiene
xn-nordthringen-bahn-72b.de,Regio Schiene
xn-nordthringenbahn-ozb.de,Regio Schiene
xn-onlineticket-mnchen-jbc.de,DB Vertrieb
xn-onlineticketshop-mnchen-tpc.de,DB Vertrieb
xn-regio-allgu-u8a.de,Regio Schiene
xn-regionalverkehr-sdbayern-ctc.de,Regio Schiene
xn-regionalverkehrsdbayern-rpc.de,Regio Schiene
xn-region-sdost-klb.de,Regio Schiene
xn-regio-sdost-zhb.de,Regio Schiene
xn-rhnbahn-b1a.de,Regio Schiene
xn-s-bahn-mnchen-3ob.de,Regio Schiene
xn-s-bahn-nrnberg-nsb.com,Regio Schiene
xn-s-bahn-nrnberg-nsb.de,Regio Schiene
xn-s-bahn-nrnberg-nsb.net,Regio Schiene
xn-schsische-bahn-5hb.de,Regio Schiene
xn-schsischebahn-bfb.de,Regio Schiene
xn-schsische-regio-bahn-bzb.de,Regio Schiene
xn-schsischeregiobahn-ltb.de,Regio Schiene
xn-sdbadenbus-9db.com,Regio Bus
xn-sdbadenbus-9db.de,Regio Bus
xn-sdbadenbus-9db.net,Regio Bus
xn-stadtbus-bren-5ob.de,Regio Bus
xn-stadtbus-hxter-4pb.de,Regio Bus
xn-swex-0ra.de,Regio Schiene
xn-thringerbahn-elb.de,Regio Schiene
xn-thringer-bahn-xob.de,Regio Schiene
zschopautal-bahn.de,Regio Schiene
zugauskunftonline.de,VT-Plattform (passiv)
zugauskunft-online.de,VT-Plattform (passiv)
